Activity ID,Data Element ID,Data Element Label,Description and Definition,Multiple Choice Type (if applicable),Data Type,Input Options,Calculation,Quantity Sub-Type,Validation Condition,Editable,Required,Skip Logic,Linkages to Aggregate Indicators,Notes,ICD-11 Code,ICD-11 URI,ICD-11 Comments / Considerations,ICD-11 Relationship,ICD-10 Code,ICD-10 Comments / Considerations,ICD-10 Relationship,ICD-9 Code,ICD-9 Comments / Considerations,ICD-9 Relationship,LOINC version 2.68 Code,LOINC version 2.68 Comments / Considerations,LOINC version 2.68 Relationship,ICHI (Beta 3) Code,ICHI URI,ICHI Comments / Considerations,ICHI Relationship,ICF Code,ICF Comments / Considerations,ICF Relationship,SNOMED GPS Code,SNOMED GPS Code Comments Considerations,SNOMED GPS Relationship,SNOMED CT International Version Code,SNOMED CT International Version Comments / Considerations,SNOMED CT Relationship,HL7 FHIR R4 - Resource,HL7 FHIR R4 - Values,HL7 FHIR R4 Code,HL7 FHIR R4 Relationship,ICD-11 Description,WHO ATC Code,WHO ATC Name,Origin Tab
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,412373007,Diphtheria + pertussis + tetanus + Haemophilus influenzae type b vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,871875004,Vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (medicinal product),,421245007,Diphtheria + pertussis + tetanus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414003004,Diphtheria + tetanus + pertussis + inactivated poliovirus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414004005,Diphtheria + tetanus + pertussis + poliomyelitis + haemophilus influenzae b vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,426842004,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus + recombinant haemophilus influenzae type B vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427542001,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414005006,Diphtheria + tetanus + pertussis + poliomyelitis vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,426081003,Diphtheria + tetanus + pertussis + recombinant hepatitis B virus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,426361005,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427682002,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis toxoid 25micrograms injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,871889009,Vaccine product containing only acellular Bordetella pertussis and Corynebacterium diphtheriae and Hepatitis B virus and inactivated whole Human poliovirus antigens (medicinal product),,396457007,"Diphtheria, acellular pertussis, hepatitis B and inactivated polio vaccine (product)",,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333693009,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333696001,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333691006,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427048007,Haemophilus influenzae type b 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,61602008,Pertussis vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AJ,Pertussis vaccines,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,425638005,Recombinant hepatitis B virus surface antigen 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA05,diphtheria-hepatitis B-pertussis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AJ01,"pertussis, inactivated, whole cell",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AJ02,"pertussis, purified antigen",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AJ52,"pertussis, purified antigen, combinations with toxoids",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE12,Pertussis Vaccines,Vaccine terminology codes for Pertussis,,Codes,,,,,Yes,,,"IMMZ.IND.14, IMMZ.IND.42",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE13,Pneumococcal Vaccines,Vaccine terminology codes for Pneumococcal,,Codes,,,,,Yes,,,"IMMZ.IND.8, IMMZ.IND.36",,XM9EM7,http://id.who.int/icd/entity/201368617,Extension codes are not used in primary tabulation.,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,836398006,Vaccine product containing Streptococcus pneumoniae antigen (medicinal product),,333598008,Pneumococcal vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,Pneumococcal vaccines,J07AL,Pneumococcal vaccines,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,449240007,Diphtheria + acellular pertussis adsorbed + inactivated polio + tetanus toxoids vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414002009,Diphtheria + tetanus + inactivated poliovirus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414003004,Diphtheria + tetanus + pertussis + inactivated poliovirus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414004005,Diphtheria + tetanus + pertussis + poliomyelitis + haemophilus influenzae b vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,426842004,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus + recombinant haemophilus influenzae type B vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427542001,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE14,Polio Vaccines,Vaccine terminology codes for Polio,,Codes,,,,,Yes,,,"IMMZ.IND.4, IMMZ.IND.32",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,414005006,Diphtheria + tetanus + pertussis + poliomyelitis vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
